host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_identity_verified,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,price,Host_response_time,Host_reponse_rate,Host_acceptance_rate,Host_is_superhost,Host_identity_verified,Instant_bookable
within an hour,100%,100%,f,East Boston,f,42.36605,-71.03288,Other,Private room,3,1.0,1.0,1.0,29,1125,0,0,4.8,5.0,5.0,5.0,5.0,5.0,5.0,STR-408998,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,100%,f,Hyde Park,f,42.25397,-71.12792,Other,Private room,2,1.0,1.0,1.0,29,30,0,0,5.0,5.0,5.0,4.97,4.97,4.9,5.0,STR-398627,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,100%,f,Dorchester,t,42.3527,-71.12302,Other,Entire home/apt,3,1.0,1.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,86%,98%,f,Back Bay,t,42.34458,-71.08019,Other,Entire home/apt,4,1.0,1.0,2.0,1,1125,15,0,4.36,4.29,4.51,4.76,4.7,4.93,4.38,Exempt: This listing is a hotel or motel,t,$500.00,Fast,0.86,0.98,False,True,True
within an hour,86%,98%,f,Back Bay,t,42.34389,-71.07927,Other,Private room,3,1.0,1.0,1.0,91,1125,0,0,4.3,3.9,4.7,4.8,4.0,4.9,4.5,Exempt: This listing is a hotel or motel,t,$35.00,Fast,0.86,0.98,False,True,True
within an hour,86%,98%,f,Back Bay,t,42.34458,-71.08019,Other,Private room,2,1.0,0.0,1.0,1,1125,30,2,4.52,4.48,4.62,4.82,4.76,4.93,4.56,Exempt: This listing is a hotel or motel,t,$352.00,Fast,0.86,0.98,False,True,True
within an hour,100%,100%,t,Allston-Brighton,t,42.36138,-71.125,Other,Private room,2,1.0,1.0,1.0,2,27,46,5,4.98,4.97,4.99,4.99,4.99,4.9,4.94,STR-545307,f,$140.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Leather District,t,42.34978,-71.05821,Apartment,Entire home/apt,4,1.0,1.0,3.0,3,1125,33,5,4.96,4.96,4.95,4.98,5.0,4.88,4.85,STR-413649,t,$276.00,Fast,1.0,1.0,True,True,True
within an hour,100%,100%,t,Dorchester,t,42.31471,-71.05136,Other,Private room,2,1.0,1.0,1.0,29,60,2,0,4.81,4.81,4.81,4.77,4.84,4.81,4.74,STR-408019,f,$75.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,100%,f,Allston-Brighton,t,42.3508,-71.13727,Other,Private room,2,1.0,1.0,1.0,2,7,3,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-523675,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,99%,t,Roxbury,t,42.32078,-71.07481,Apartment,Entire home/apt,6,1.0,3.0,3.0,2,1125,22,0,4.72,4.72,4.73,4.87,4.8,4.38,4.66,STR-414833,t,$278.00,Fast,1.0,0.99,True,True,True
within an hour,100%,100%,t,Allston-Brighton,t,42.3607,-71.12675,Other,Private room,2,1.0,1.0,1.0,2,27,53,6,4.99,4.98,5.0,5.0,4.99,4.96,4.93,STR-545307,f,$140.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Allston-Brighton,t,42.36079,-71.12684,Other,Private room,2,1.0,1.0,1.0,2,26,44,3,4.99,4.98,4.99,4.97,4.98,4.94,4.96,STR-545307,f,$140.00,Fast,1.0,1.0,True,True,False
within an hour,100%,99%,t,Dorchester,t,42.31163,-71.06249,Other,Private room,2,1.0,1.0,1.0,29,250,33,0,4.82,4.89,4.86,4.92,4.91,4.5,4.82,STR-541492,t,$98.00,Fast,1.0,0.99,True,True,True
within an hour,100%,46%,t,Beacon Hill,t,42.35882,-71.06132,Apartment,Entire home/apt,3,1.0,1.0,1.0,32,365,0,0,5.0,5.0,5.0,4.82,4.91,5.0,4.45,,f,$130.00,Fast,1.0,0.46,True,True,False
within an hour,100%,100%,f,Downtown,t,42.35445,-71.06176,Other,Private room,2,1.0,1.0,1.0,1,1125,5,0,4.62,4.77,4.85,4.69,4.54,5.0,4.85,Exempt: This listing is a hotel or motel,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,90%,t,Roxbury,t,42.32899,-71.09594,Apartment,Entire home/apt,4,1.0,1.0,2.0,2,730,50,3,4.93,4.92,4.95,4.96,4.97,4.82,4.83,STR-480856,f,$222.00,Fast,1.0,0.9,True,True,False
within an hour,100%,100%,f,Beacon Hill,t,42.36146,-71.07193,Other,Private room,2,1.0,1.0,2.0,1,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a hotel or motel,t,$868.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,Beacon Hill,t,42.36018,-71.0725,Other,Private room,2,1.0,1.0,1.0,1,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a hotel or motel,t,"$1,000.00",Fast,1.0,1.0,False,True,True
within a few hours,100%,100%,f,South Boston,t,42.33184,-71.05062,Apartment,Entire home/apt,2,1.0,1.0,1.0,29,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-416312,f,$86.00,Fast,1.0,1.0,False,True,False
within an hour,100%,45%,f,South Boston,t,42.33487,-71.04956,Other,Private room,3,1.0,1.0,1.0,29,1125,2,0,4.67,4.67,4.33,5.0,5.0,4.33,4.67,STR-461452,f,$35.00,Fast,1.0,0.45,False,True,False
within an hour,99%,93%,f,Brookline,t,42.34152,-71.15477,Other,Entire home/apt,4,1.0,0.0,2.0,30,1125,0,0,5.0,4.83,5.0,4.83,5.0,5.0,4.83,Exempt: This listing is a unit used for furnished institutional or business stays,f,$198.00,Fast,0.99,0.93,False,True,False
within an hour,99%,93%,f,Brookline,t,42.33983,-71.14692,Other,Entire home/apt,4,1.0,1.0,2.0,29,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$195.00,Fast,0.99,0.93,False,True,False
within an hour,99%,93%,f,Brookline,t,42.34024,-71.14564,Other,Entire home/apt,3,1.0,1.0,3.0,29,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$195.00,Fast,0.99,0.93,False,True,False
within an hour,100%,100%,f,Allston-Brighton,t,42.35723,-71.16381,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,South Boston,t,42.35031,-71.04704,Other,Entire home/apt,4,1.0,2.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,South End,t,42.33735,-71.07565,Apartment,Entire home/apt,6,1.0,2.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,East Boston,t,42.38002,-71.04008,Other,Private room,2,1.0,1.0,1.0,1,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,STR-387383,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Allston-Brighton,t,42.35562,-71.16375,Other,Private room,2,1.0,1.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,Dorchester,t,42.31583,-71.06822,Other,Private room,2,1.0,1.0,1.0,1,65,34,4,4.91,4.91,4.97,4.95,4.98,4.68,4.81,STR-445535,f,$160.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.3138,-71.05331,Other,Private room,2,1.0,1.0,1.0,29,60,2,0,4.89,4.84,4.89,4.95,4.95,4.74,4.68,STR-408019,f,$75.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,f,Roxbury,t,42.32469,-71.08392,House,Entire home/apt,3,1.0,2.0,1.0,21,30,0,0,4.87,4.96,5.0,5.0,5.0,4.52,4.87,STR-463246,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,East Boston,t,42.36843,-71.03664,Apartment,Entire home/apt,2,1.0,1.0,1.0,3,1125,0,0,5.0,5.0,4.94,5.0,5.0,4.76,4.76,STR-528817,f,$200.00,Fast,1.0,1.0,False,True,False
within an hour,98%,100%,f,Beacon Hill,t,42.35867,-71.0651,Other,Entire home/apt,2,1.0,1.0,1.0,1,1125,33,0,4.43,4.36,4.75,4.5,4.46,4.92,4.22,STR-918313,t,$328.00,Fast,0.98,1.0,False,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.36075,-71.06364,Other,Entire home/apt,2,1.0,1.0,1.0,29,1125,15,0,4.52,4.49,4.78,4.65,4.59,4.89,4.4,STR-918313,t,$35.00,Fast,0.98,1.0,False,True,True
within an hour,100%,100%,f,North End,f,42.36439,-71.05439,Other,Entire home/apt,2,1.0,1.0,1.0,10,365,13,1,4.98,5.0,4.96,5.0,5.0,5.0,4.9,STR-441405,t,$307.00,Fast,1.0,1.0,False,False,True
within an hour,100%,100%,f,Roslindale,t,42.27507,-71.13524,Other,Private room,2,1.0,1.0,1.0,29,1125,4,0,4.85,4.95,4.79,4.98,4.97,4.89,4.9,STR446549,f,$50.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,South Boston,t,42.33817,-71.04462,Apartment,Entire home/apt,4,1.0,2.0,1.0,91,1125,0,0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,,t,$35.00,Fast,1.0,1.0,False,True,True
within an hour,100%,100%,f,East Boston,f,42.36583,-71.03089,Other,Private room,2,1.0,1.0,1.0,29,1125,0,0,4.9,4.8,4.8,5.0,5.0,4.8,4.6,STR-408998,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,100%,f,Back Bay,t,42.35462,-71.07637,Apartment,Entire home/apt,4,1.0,1.0,2.0,3,1125,27,2,4.78,4.8,4.78,4.93,4.96,5.0,4.63,STR-414144,f,$346.00,Fast,1.0,1.0,False,True,False
within an hour,100%,89%,f,Dorchester,t,42.298714,-71.059547,House,Entire home/apt,8,1.0,3.0,1.0,1,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-492781,f,$35.00,Fast,1.0,0.89,False,True,False
within a few hours,100%,86%,t,Allston-Brighton,t,42.36575,-71.05544,Other,Entire home/apt,2,1.0,1.0,1.0,29,190,4,0,4.89,4.56,4.78,4.89,5.0,4.94,4.56,,f,$124.00,Fast,1.0,0.86,True,True,False
within an hour,100%,100%,f,Theater District,f,42.35473,-71.0622,Apartment,Entire home/apt,6,3.0,2.0,3.0,91,150,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$300.00,Fast,1.0,1.0,False,False,False
within an hour,100%,100%,f,Dorchester,t,42.34274,-71.15441,Other,Private room,1,1.0,1.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Theater District,f,42.35535,-71.06257,Apartment,Entire home/apt,6,1.0,2.0,1.0,91,180,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$35.00,Fast,1.0,1.0,False,False,True
within an hour,100%,100%,t,Back Bay,f,42.36758,-71.0531,Other,Entire home/apt,2,1.0,1.0,1.0,29,365,14,3,4.98,5.0,5.0,5.0,5.0,4.98,4.9,STR-441406,t,$289.00,Fast,1.0,1.0,True,False,True
within an hour,100%,100%,f,Charlestown,f,42.37845,-71.0635,House,Entire home/apt,8,1.0,3.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-407363,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,99%,t,Dorchester,t,42.31178,-71.06242,Other,Private room,2,1.0,1.0,1.0,1,1124,18,0,4.75,4.89,4.84,4.86,4.94,4.53,4.75,STR-541492,t,$92.00,Fast,1.0,0.99,True,True,True
within an hour,100%,99%,t,Dorchester,t,42.3129,-71.06285,Other,Private room,2,1.0,1.0,1.0,1,1124,13,0,4.77,4.82,4.77,4.9,4.93,4.62,4.8,STR-541492,t,$90.00,Fast,1.0,0.99,True,True,True
within an hour,98%,100%,f,Beacon Hill,t,42.36069,-71.06323,Other,Entire home/apt,2,1.0,1.0,1.0,1,1125,14,1,4.59,4.67,4.81,4.7,4.64,4.99,4.42,STR-446104,t,$356.00,Fast,0.98,1.0,False,True,True
within an hour,100%,100%,f,Roxbury,f,42.32016,-71.08191,Other,Shared room,1,1.0,1.0,1.0,91,1125,0,0,4.5,5.0,4.0,5.0,5.0,4.5,5.0,,f,$35.00,Fast,1.0,1.0,False,False,False
within an hour,100%,100%,f,South Boston,t,42.33431,-71.05429,Other,Private room,1,2.0,1.0,1.0,91,1125,0,0,4.67,5.0,4.33,5.0,5.0,4.33,4.67,,f,$40.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,South Boston,t,42.33605,-71.05349,Other,Private room,1,2.0,6.0,1.0,91,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,,f,$50.00,Fast,1.0,1.0,False,True,False
within an hour,100%,98%,f,Theater District,f,42.34373,-71.08324,Other,Entire home/apt,3,1.0,1.0,1.0,29,300,0,0,4.44,4.44,4.56,4.56,4.56,4.72,4.22,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,1.0,0.98,False,False,False
within a day,72%,93%,f,Dorchester,t,42.33931,-71.15122,Other,Entire home/apt,3,1.0,1.0,2.0,30,1125,2,0,4.57,4.71,3.71,4.57,4.71,4.86,4.43,,f,$101.00,Moderate,0.72,0.93,False,True,False
within an hour,100%,98%,f,Dorchester,t,42.30781,-71.0653,Other,Private room,1,2.0,1.0,1.0,29,150,3,0,4.89,4.89,4.56,5.0,5.0,4.11,4.33,,f,$58.00,Fast,1.0,0.98,False,True,False
within an hour,100%,100%,f,South End,t,42.34101,-71.08103,Apartment,Entire home/apt,4,1.0,3.0,1.0,365,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,100%,71%,f,Roxbury,t,42.32295,-71.09084,Other,Entire home/apt,4,2.5,1.0,1.0,29,180,1,0,4.63,4.75,4.69,4.69,4.78,4.66,4.5,STR-559197,f,$325.00,Fast,1.0,0.71,False,True,False
within an hour,100%,100%,t,Theater District,t,42.35265,-71.06292,Other,Entire home/apt,3,1.0,1.0,1.0,29,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,t,$335.00,Fast,1.0,1.0,True,True,True
within an hour,100%,100%,f,Dorchester,t,42.34237,-71.15418,Other,Private room,1,1.0,1.0,1.0,91,1124,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,100%,77%,t,South End,t,42.34364,-71.07599,Other,Private room,2,1.0,1.0,1.0,3,8,15,0,4.97,5.0,4.92,4.95,5.0,4.97,4.95,STR-447997,f,$195.00,Fast,1.0,0.77,True,True,False
within an hour,100%,100%,f,Allston-Brighton,t,42.34925,-71.13468,Other,Private room,2,1.0,1.0,1.0,29,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,t,$35.00,Fast,1.0,1.0,False,True,True
within a few hours,100%,100%,f,Dorchester,t,42.32021,-71.10979,Other,Private room,1,1.0,1.0,1.0,30,124,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,STR-489454,f,$145.00,Fast,1.0,1.0,False,True,False
within an hour,100%,99%,t,Allston-Brighton,t,42.3533,-71.15811,Other,Entire home/apt,4,1.0,2.0,2.0,1,1125,41,2,4.77,4.83,4.55,4.92,4.96,4.86,4.69,STR-413457,t,$140.00,Fast,1.0,0.99,True,True,True
within an hour,100%,100%,f,Downtown,t,42.35069,-71.06331,Apartment,Entire home/apt,1,1.0,1.0,1.0,183,365,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,Roxbury,t,42.32734,-71.09368,Other,Entire home/apt,4,1.0,2.0,2.0,1,90,61,7,4.77,4.8,4.81,4.89,4.87,4.73,4.72,STR-545030,t,$232.00,Fast,1.0,1.0,True,True,True
within an hour,100%,85%,f,Roxbury,t,42.32365,-71.06864,Other,Private room,1,1.0,1.0,1.0,29,1125,1,0,4.93,4.87,5.0,5.0,5.0,4.4,4.67,STR-470482,f,$59.00,Fast,1.0,0.85,False,True,False
within an hour,100%,100%,f,Dorchester,t,42.33139,-71.0538,Apartment,Entire home/apt,2,1.0,2.0,1.0,29,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,STR-411524,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,85%,f,Roxbury,t,42.32191,-71.07071,Other,Private room,1,1.0,1.0,1.0,29,1125,4,0,4.86,5.0,4.93,4.93,4.86,4.0,4.79,STR-470482,f,$56.00,Fast,1.0,0.85,False,True,False
within an hour,100%,100%,f,Brighton,t,42.35224,-71.14952,Other,Private room,1,1.0,1.0,1.0,29,365,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit that has contracts with hospitals,f,$35.00,Fast,1.0,1.0,False,True,False
within a few hours,100%,100%,f,Roxbury,t,42.32603,-71.09549,Other,Entire home/apt,2,1.0,1.0,1.0,91,180,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$75.00,Fast,1.0,1.0,False,True,False
within an hour,100%,98%,f,Theater District,f,42.33708,-71.07495,Other,Entire home/apt,4,1.0,1.0,1.0,29,300,0,0,4.43,4.43,4.43,4.64,3.79,4.71,4.29,Exempt: This listing is a unit used for furnished institutional or business stays,f,$35.00,Fast,1.0,0.98,False,False,False
within an hour,100%,100%,t,South Boston,t,42.33125,-71.04975,Apartment,Entire home/apt,3,1.0,1.0,1.0,31,365,3,0,5.0,5.0,5.0,5.0,5.0,5.0,4.83,,f,$110.00,Fast,1.0,1.0,True,True,False
within an hour,100%,98%,t,Jamaica Plain,t,42.29823,-71.07104,Other,Entire home/apt,10,1.0,5.0,1.0,2,1125,16,1,4.76,4.72,4.76,4.76,4.85,4.42,4.68,STR-469078,f,$35.00,Fast,1.0,0.98,True,True,False
within an hour,100%,85%,f,Roxbury,t,42.3225,-71.06851,Other,Private room,1,1.0,1.0,1.0,29,1125,3,0,5.0,4.91,4.91,5.0,4.91,4.36,4.82,STR-470482,f,$57.00,Fast,1.0,0.85,False,True,False
within a few hours,100%,42%,t,Dorchester,t,42.29045,-71.06868,Other,Private room,1,1.0,1.0,1.0,32,1125,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,$50.00,Fast,1.0,0.42,True,True,False
within an hour,100%,100%,f,Dorchester,t,42.31943,-71.05405,Other,Private room,2,1.0,1.0,1.0,1,1125,0,0,4.0,4.08,4.0,4.5,4.42,4.42,4.0,STR-383164,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,99%,t,Dorchester,t,42.28791,-71.06906,Other,Entire home/apt,4,2.0,2.0,2.0,2,365,52,4,4.84,4.91,4.98,4.96,4.95,4.7,4.81,STR-398049,f,$218.00,Fast,1.0,0.99,True,True,False
within an hour,100%,100%,f,Roxbury,t,42.32728,-71.0814,Other,Private room,1,1.0,1.0,1.0,91,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$45.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,f,Jamaica Plain,t,42.30639,-71.13026,House,Entire home/apt,6,1.0,4.0,1.0,300,1125,0,0,4.8,4.6,5.0,5.0,5.0,5.0,5.0,STR-416110,f,$35.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,South Boston,t,42.33481,-71.04727,House,Entire home/apt,9,1.5,3.0,5.0,3,1125,37,2,4.88,4.9,4.87,4.97,4.97,4.87,4.82,STR-414938,f,$439.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,42%,t,Dorchester,t,42.29132,-71.06655,Other,Private room,1,1.0,1.0,1.0,30,1125,2,0,5.0,4.8,4.8,5.0,5.0,4.8,5.0,,f,$48.00,Fast,1.0,0.42,True,True,False
within a few hours,100%,67%,t,East Downtown,t,42.34575,-71.07357,Apartment,Entire home/apt,4,1.0,3.0,1.0,60,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,f,$35.00,Fast,1.0,0.67,True,True,False
within an hour,100%,100%,t,Charlestown,t,42.3699,-71.06146,Other,Private room,4,2.0,1.0,1.0,1,1125,20,1,4.97,5.0,4.93,4.93,4.97,5.0,4.9,STR-545898,t,$336.00,Fast,1.0,1.0,True,True,True
within an hour,100%,100%,f,Mattapan,t,42.28097,-71.08914,Other,Private room,2,1.0,1.0,1.0,1,90,0,0,4.7,4.82,4.7,4.82,4.96,4.54,4.78,STR-447613,f,$70.00,Fast,1.0,1.0,False,True,False
within an hour,100%,100%,t,Dorchester,t,42.35471,-71.06173,Apartment,Entire home/apt,6,1.0,3.0,4.0,3,28,58,1,4.99,4.98,4.97,4.98,5.0,4.94,4.93,STR-481430,f,$581.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,100%,t,Dorchester,t,42.29144,-71.0664,Other,Entire home/apt,6,1.0,3.0,1.0,29,1125,0,0,4.77,4.77,4.77,4.77,4.85,4.62,4.62,STR-416826,f,$35.00,Fast,1.0,1.0,True,True,False
within an hour,100%,100%,t,Mission Hill,t,42.32947,-71.10791,Other,Private room,1,1.0,1.0,1.0,30,90,5,1,5.0,5.0,4.88,5.0,4.94,4.69,4.75,,f,$65.00,Fast,1.0,1.0,True,True,False
within an hour,99%,93%,f,Brookline,t,42.33689,-71.14996,Apartment,Entire home/apt,4,1.0,1.0,2.0,29,1125,0,0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,,f,$197.00,Fast,0.99,0.93,False,True,False
within an hour,99%,93%,f,Brookline,t,42.33892,-71.15044,Other,Entire home/apt,2,1.0,0.0,1.0,29,1125,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Exempt: This listing is a unit used for furnished institutional or business stays,f,$151.00,Fast,0.99,0.93,False,True,False
within an hour,100%,99%,t,Roxbury,t,42.32009,-71.07521,Apartment,Entire home/apt,4,1.0,2.0,2.0,2,1125,20,0,4.73,4.75,4.78,4.86,4.83,4.49,4.78,STR-414833,t,$190.00,Fast,1.0,0.99,True,True,True
within an hour,100%,99%,t,Roxbury,t,42.32028224,-71.07477278,Apartment,Entire home/apt,8,1.0,3.0,3.0,2,1125,16,1,4.68,4.71,4.59,4.84,4.8,4.36,4.64,STR-414833,t,$226.00,Fast,1.0,0.99,True,True,True
within an hour,100%,95%,f,Allston-Brighton,t,42.33694,-71.15024,Other,Entire home/apt,6,2.0,3.0,3.0,29,1125,1,0,4.8,4.8,4.8,5.0,5.0,4.8,4.8,Exempt: This listing is a unit used for furnished institutional or business stays,f,$319.00,Fast,1.0,0.95,False,True,False
within an hour,99%,93%,f,Brookline,t,42.33888,-71.14992,Other,Entire home/apt,6,2.0,3.0,3.0,29,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,Exempt: This listing is a unit used for furnished institutional or business stays,f,$454.00,Fast,0.99,0.93,False,True,False
within an hour,100%,100%,f,Mattapan,t,42.28313,-71.08976,Other,Private room,2,1.0,1.0,1.0,1,90,0,0,4.57,4.63,4.54,4.66,4.8,4.39,4.55,STR-515264,f,$70.00,Fast,1.0,1.0,False,True,False
within an hour,100%,88%,f,Beacon Hill,t,42.36145,-71.06411,Other,Private room,1,1.0,1.0,1.0,30,1125,4,0,4.44,4.33,3.89,5.0,5.0,4.78,3.89,Exempt: This listing is a unit used for furnished institutional or business stays,f,$151.00,Fast,1.0,0.88,False,True,False
within an hour,90%,70%,t,Dorchester,t,42.30394,-71.06477,Other,Private room,2,1.0,1.0,1.0,7,730,25,2,4.95,4.95,4.84,4.96,4.98,4.54,4.82,STR-544853,f,$100.00,Fast,0.9,0.7,True,True,False
within an hour,100%,98%,t,Beacon Hill,t,42.35803,-71.0711,Apartment,Entire home/apt,3,1.0,1.0,2.0,29,1125,7,0,4.83,4.96,4.96,4.96,4.96,4.96,4.74,,f,$155.00,Fast,1.0,0.98,True,True,False
within a few hours,100%,77%,t,South End,t,42.34387,-71.07619,Other,Private room,2,1.0,1.0,1.0,3,7,14,1,5.0,4.94,4.92,4.94,4.8,4.98,4.8,STR-447997,f,$195.00,Fast,1.0,0.77,True,True,False
within an hour,100%,100%,t,Dorchester,t,42.30015,-71.07738,Other,Entire home/apt,8,1.0,3.0,3.0,4,1125,9,2,5.0,5.0,4.94,5.0,5.0,4.64,4.97,STR-526268,f,$180.00,Fast,1.0,1.0,True,True,False
within a few hours,100%,89%,t,South End,f,42.34554,-71.07099,Other,Entire home/apt,2,1.0,1.0,1.0,3,365,13,1,5.0,5.0,4.93,5.0,5.0,5.0,4.86,STR-545819,f,$425.00,Fast,1.0,0.89,True,False,False
within an hour,100%,100%,t,Roxbury,t,42.31812,-71.09069,Other,Private room,1,1.5,1.0,1.0,30,365,3,0,4.83,5.0,5.0,5.0,5.0,4.67,4.67,,f,$45.00,Fast,1.0,1.0,True,True,False
within an hour,100%,85%,f,Roxbury,t,42.32201,-71.07015,Other,Private room,1,1.0,1.0,1.0,29,1125,3,0,4.87,4.8,4.93,4.87,5.0,4.27,4.73,STR-470482,f,$59.00,Fast,1.0,0.85,False,True,False
within a day,72%,93%,f,Dorchester,t,42.31384,-71.06113,Other,Private room,1,2.0,1.0,1.0,30,1125,0,0,4.84,4.88,4.86,4.94,4.95,4.845,4.72,,t,$45.00,Moderate,0.72,0.93,False,True,True
within a day,72%,93%,f,Dorchester,t,42.31384,-71.06113,Other,Private room,2,2.0,1.0,1.0,30,1125,0,0,4.5,4.5,4.5,4.5,4.0,4.0,5.0,,t,$60.00,Moderate,0.72,0.93,False,True,True
within a day,72%,93%,f,Dorchester,t,42.31384,-71.06113,Other,Private room,2,2.0,1.0,1.0,30,1125,0,0,4.25,4.25,4.25,5.0,3.75,5.0,4.75,,t,$71.00,Moderate,0.72,0.93,False,True,True
within a day,72%,93%,f,Dorchester,t,42.31384,-71.06113,Other,Private room,2,2.0,1.0,1.0,30,1125,0,0,4.67,4.67,4.33,4.0,4.33,5.0,4.33,,t,$71.00,Moderate,0.72,0.93,False,True,True
within an hour,100%,97%,t,Roxbury,t,42.31608,-71.09664,Apartment,Entire home/apt,5,1.0,2.0,1.0,2,12,2,0,5.0,4.94,4.94,5.0,4.94,4.81,4.88,STR-528277,f,$35.00,Fast,1.0,0.97,True,True,False
within an hour,100%,98%,t,Hyde Park,t,42.3457,-71.07344,Other,Entire home/apt,8,1.5,3.0,4.0,2,60,66,5,4.91,4.88,4.89,4.99,4.96,4.99,4.81,STR-522301,f,$380.00,Fast,1.0,0.98,True,True,False
within a day,72%,93%,f,Dorchester,t,42.32139,-71.06023,Other,Private room,2,1.0,1.0,1.0,30,1125,4,0,4.58,4.83,4.5,4.92,4.17,4.42,4.5,,t,$43.00,Moderate,0.72,0.93,False,True,True
